ChEMBL ID,Name,SMILES
CHEMBL520763,LOUKACINOL B,CC1=C[C@]23O[C@@H]4CC[C@](C)([C@@]2(C)CC1=O)[C@]4(CO)O3
CHEMBL453066,BETA-CCM,COC(=O)c1cc2c(cn1)[nH]c1ccccc12
CHEMBL150372,3-HYDROXYCOUMARIN,O=c1oc2ccccc2cc1O
CHEMBL470267,FUSTIN,O=C1c2ccc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O
CHEMBL1173122,LUPINYLTHIOACETYLANILIDE,Cc1cccc(C)c1NC(=O)CSC[C@@H]1CCCN2CCCC[C@H]12
CHEMBL506854,CARENE,CC1=CCC2C(C1)C2(C)C
CHEMBL494048,CRIBROSTATIN 2,CCOC1=C(C)C(=O)c2cc(=O)n(C)cc2C1=O
CHEMBL518103,ISAINDIGOTONE,COc1cc(/C=C2\CCn3c2nc2ccccc2c3=O)cc(OC)c1O
CHEMBL501916,LODENOSINE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@@H]1F
CHEMBL469501,YADANZIOLIDE C,CC1=CC(=O)[C@@H](O)[C@]2(C)[C@H]3[C@@H](O)[C@H](O)[C@@]4(C)OC[C@@]35[C@@H](C[C@@H]12)OC(=O)[C@H](O)[C@@H]45
CHEMBL456606,CINNAMOYLGLYCINE,O=C(O)CNC(=O)/C=C/c1ccccc1
CHEMBL154709,APOCIDEINE,COc1ccc2c(c1O)-c1cccc3c1[C@@H](C2)N(C)CC3
CHEMBL449928,BIFENOX,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-]
CHEMBL1489223,SAPPANONE A DIMETHYL ETHER,COc1ccc2c(c1)OC/C(=C\c1ccc(OC)c(O)c1)C2=O
CHEMBL189362,FURFURAL,O=Cc1ccco1
CHEMBL12594,E-5110,CON1CC/C(=C\c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)C1=O
CHEMBL1823036,CAERULOMYCIN K,COc1cc(/C=N/O)nc(-c2ccccc2)c1
CHEMBL2012302,PREUSSOCHROMONE A,COC(=O)[C@@]1(O)c2c(oc3cccc(O)c3c2=O)S[C@@H](C)[C@H]1O
CHEMBL2012421,PHOYUNBENE F,COc1cc(O)cc(/C=C/c2cccc(O)c2O)c1
CHEMBL1760550,"N-3,4-DIMETHOXY CINNAMOYL SEROTONIN",COc1ccc(/C=C/C(=O)NCCc2c[nH]c3ccc(O)cc23)cc1OC
CHEMBL176553,GW631581B,COc1cc(Nc2ncc(-c3ccccc3)o2)cc(OC)c1
CHEMBL1773131,PLATENSIC ACID,C[C@@]12C[C@@]34C=CC(=O)[C@@](C)(CCC(=O)O)C3[C@H](CC1C4)O2
CHEMBL257113,GW734508X,Cc1nnc(-c2cccc(-c3ccc(C(=O)NCC4CC4)cc3)c2)o1
CHEMBL562426,PHYLLOSTACHYSIN D,C=C1C(=O)[C@@]23[C@H](O)C[C@@H]4C(C)(C)CCC[C@@]4(C)[C@@H]2C(=O)[C@H](O)[C@@H]1[C@H]3O
CHEMBL550435,EXCISANIN K,C=C1C(=O)[C@@]23CC[C@@H]4[C@@](C)(CO)CC[C@H](O)[C@@]4(C)[C@@H]2CC[C@@H]1[C@H]3O
CHEMBL510509,(NICOTINAMIDOMETHYL)PHOSPHONIC ACID,O=C(NCP(=O)(O)O)c1cccnc1
CHEMBL302239,PURINE,c1nc2c[nH]cnc-2n1
CHEMBL1812031,LIBERTELLENONE E,C=C[C@]1(C)C=C2C(=O)C3=C4[C@@](C)(CC[C@@H](O)[C@]4(C)[C@@]2(O)CC1)[C@@H](O)O3
CHEMBL1812032,LIBERTELLENONE F,C=C[C@]1(C)C=C2C(=O)C3=C4[C@@](C)(CC[C@@H](O)[C@]4(C)[C@@]2(O)CC1)CO3
CHEMBL1085430,ARTEMINORIN C,COc1cc2cc(-c3cc4cc(O)c(O)cc4oc3=O)c(=O)oc2c(OC)c1O
CHEMBL858,EDETIC ACID,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
CHEMBL484901,DL-TRYPTOPHAN,NC(Cc1c[nH]c2ccccc12)C(=O)O
CHEMBL1097185,AKNADILACTAM,COC1=C(OC)[C@]23CCc4ccc(OC)c(O)c4[C@@]2(CC1=O)CC(=O)N3C
CHEMBL1163715,MANADOPEROXIDE C,COC(=O)C[C@@H]1OO[C@@](CCC/C=C/C(C)=O)(OC)C[C@@H]1C
CHEMBL192627,CHLORANIL,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl
CHEMBL2024009,GEOPYXIN B,C=C1C(=O)[C@]23C[C@H]1CC[C@H]2[C@]1(C)CCC[C@@](C)(C(=O)O)[C@H]1C[C@@H]3O
CHEMBL448970,ARENARAN B,CC1(C)CCC[C@]2(C)OC[C@H]3O[C@@]3(C)CC[C@@H]12
CHEMBL511527,METHYLISATOID,COC(=O)C1(O)c2ccccc2N=C2C(=O)c3ccccc3N21
CHEMBL455995,PREUSSOMERIN EG1,O=C1C=C[C@]23Oc4ccc(O)c5c4[C@](CCC5=O)(Oc4cccc1c42)O3
CHEMBL45244,"PD-168,077",Cc1cccc(C(=O)NCN2CCN(c3ccccc3C#N)CC2)c1
CHEMBL2037158,BLUMEATIN,COc1cc(O)c2c(c1)O[C@H](c1cc(O)cc(O)c1)CC2=O
CHEMBL400777,ROBUSTIC ACID,COc1ccc(-c2c(O)c3c(OC)c4c(cc3oc2=O)OC(C)(C)C=C4)cc1
CHEMBL1081171,MYCALENITRILE 1,N#CCCCCCCCCCCCCCCCCCc1ccc(C=O)[nH]1
CHEMBL226715,"4',4-DICHLOROCHALCONE",O=C(/C=C/c1ccc(Cl)cc1)c1ccc(Cl)cc1
CHEMBL2046493,AURACHIN RE,CC(C)=CC(O)C/C(C)=C/CC/C(C)=C/Cc1c(C)n(O)c2ccccc2c1=O
CHEMBL1360563,HEMATEIN,O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O
CHEMBL1165409,TATARINOID C,COc1cc(OC)c(C(c2cc(OC)c(OC)cc2OC)[C@@H](C)O)cc1OC
CHEMBL1164388,VALERYLPYRROTHINE,CCCCC(=O)Nc1c2sscc-2n(C)c1=O
CHEMBL409450,6BIO,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O
CHEMBL258405,ICILLIN,O=C1NC(c2cccc([N+](=O)[O-])c2)=CCN1c1ccccc1O
CHEMBL1079947,LORNEIC ACID A,CCCC/C=C/c1cc(C)ccc1/C=C/CC(=O)O
CHEMBL1215529,6-AMINOFLAVONE,Nc1ccc2oc(-c3ccccc3)cc(=O)c2c1
CHEMBL301160,BUTORPHAN,Oc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3
CHEMBL513390,ZILPATEROL HYDROCHLORIDE,CC(C)N[C@@H]1CCn2c(=O)[nH]c3cccc(c32)[C@H]1O.Cl
CHEMBL1078332,ASPERDIOL,C=C(C)[C@H]1CC/C(C)=C/CC[C@@]2(C)O[C@@H]2CC/C(CO)=C\[C@@H]1O
CHEMBL1368380,MEFEXAMIDE,CCN(CC)CCNC(=O)COc1ccc(OC)cc1
CHEMBL285323,METHYL ISOBUTYL KETONE,CC(=O)CC(C)C
CHEMBL1795468,CANDIDUSIN A,COc1c(-c2ccc(O)cc2)cc(OC)c2c1oc1cc(O)c(O)cc12
CHEMBL350384,BREMAZOCINE,CCC12CCN(CC3(O)CC3)C(Cc3ccc(O)cc31)C2(C)C
CHEMBL541207,LEU-ALA,CC(C)C[C@H](N)C(=O)N[C@@H](C)C(=O)O
CHEMBL1224661,RHABDASTIN A,COC(=O)/C(C)=C1\C(=O)C[C@H]2[C@@]3(C)CC[C@H](OC(C)=O)C(C)(C)[C@@H]3CC[C@]12C
CHEMBL450141,PANNOSANOL,C=C1[C@@H](C)CC[C@@](C)(O)[C@@]12CC[C@@](C)(Cl)[C@H](Br)C2
CHEMBL1397050,DEHYDROAVOCATIN-1-ACETATE,C=CCCCCCCCCCCC/C=C/C(O)COC(C)=O
CHEMBL2071360,ANHYDROHAPALOXINDOLE A,[C-]#[N+][C@@H]1C2=C3C(=O)Nc4cccc(c43)C(C)(C)[C@H]2C[C@@H](Cl)[C@]1(C)C=C
CHEMBL385181,HI-6,NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1
CHEMBL596482,"3',4'-DIMETHOXY-AURONE",COc1ccc(/C=C2\Oc3ccccc3C2=O)cc1OC
CHEMBL1773908,COMOSUSOL D,C=CC(C)(C)c1cc(O)c(C(O)C(O)C(C)(C)O)cc1O
CHEMBL308187,FURFURYL ALCOHOL,OCc1ccco1
CHEMBL1256703,ETHALFLURALIN,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
CHEMBL2071295,BUSSEIHYDROQUINONE C,COc1cc(C(=O)O)c(O)c2ccc3c(c12)C=CC(C)(CCC=C(C)C)O3
CHEMBL485258,LAVENDUSTIN B,O=C(O)c1cc(N(Cc2ccccc2O)Cc2ccccc2O)ccc1O
CHEMBL1774434,PINGUISENOL,C=CC1(O)CC[C@@]2(C)[C@H](C)CC[C@@]2(C)[C@@H]1C
CHEMBL507160,SARCOSTOLIDE D,C/C1=C/C(=O)CC2=C[C@@H](OC2=O)[C@H](C(C)C)CC(=O)/C(C)=C/CC1
CHEMBL2289112,"TRANS-1,2,3,4,5,6-HEXAHYDROPHTHALOYL-L-THREONINE",C[C@@H](O)[C@@H](C(=O)O)N1C(=O)[C@H]2CCCC[C@@H]2C1=O
CHEMBL1669432,MICRANOIC ACID B,C=C(C)[C@@H]1CC[C@@H]2[C@]3(CC[C@]4(C)C(=O)CC[C@@]24C)C[C@]13CCC(=O)O
CHEMBL2289108,"N-(4,5-DICHLOROPHTHALOYL)-L-THREONINE",C[C@@H](O)[C@@H](C(=O)O)N1C(=O)c2cc(Cl)c(Cl)cc2C1=O
CHEMBL497757,DEHYDROANTOFINE CHLORIDE,COc1ccc2c(c1)c1cc(OC)c(OC)cc1c1cc3[n+](cc21)CCC3.[Cl-]
CHEMBL2105116,ISATORIBINE,Nc1nc(=O)c2sc(=O)n([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
CHEMBL2286358,ENT-ISOALTHOLACTONE,O=C1C=C[C@H]2O[C@H](c3ccccc3)[C@@H](O)[C@H]2O1
CHEMBL1162233,PHOSPHATIDYL MYRTENOL,CC1(C)C2CC=C(COP(=O)(O)OCC(COC=O)OC=O)C1C2
CHEMBL1233584,ISOLEUCINE,CC[C@H](C)[C@H](N)C(=O)O
CHEMBL41763,(+)-MENTHOL,CC1CC[C@H](C(C)C)[C@@H](O)C1
CHEMBL1409937,VERBENONE,CC1=CC(=O)[C@@H]2C[C@H]1C2(C)C
CHEMBL457950,CUDRAPHENONE B,CC(C)=CCc1cc(C(=O)c2cccc(O)c2CC=C(C)C)c(O)cc1O
CHEMBL2286256,"5-(ISOBUTYLTHIO)-1,3,4-THIADIAZOL-2-YL METHANESULFONATE",CC(C)CSc1nnc(OS(C)(=O)=O)s1
CHEMBL1927942,DAIBUCARBOLINE A,COc1cc2c([nH]c3ccc(O)cc32)c(Cc2ccc(O)cc2)n1
CHEMBL2285740,1-ISOTHIOCYANATOOCTANE,CCCCCCCCN=C=S
CHEMBL498771,PETIOLIN C,CC(C)=CCC[C@@](C)(O)[C@@H]1CC2=C(O1)/C(=C(/O)C(C)C)C(=O)C(C)(C)C2=O
CHEMBL467407,MACHAERIDIOL B,C=C(C)[C@H]1CC[C@H](C)C[C@@H]1c1c(O)cc(/C=C/c2ccccc2O)cc1O
CHEMBL455764,ARMATIN D,CO[C@@H]1O[C@H]2CCC3=C[C@@H](O)C[C@H](C)[C@@]3(C)[C@H]2[C@@H]1C
CHEMBL1773905,COMOSUSOL A,CC(C)=CCc1cc(O)cc(/C=C\C(C)(C)O)c1O
CHEMBL450691,XENITORIN E,C=C(C)[C@@H]1C(=O)C=C(C)[C@]2(O)CC[C@H](C)C[C@@H]12
CHEMBL516819,ANNOSQUAMOSIN B,C[C@@]12CCC[C@@](C)(O)[C@H]1CC[C@@]13C[C@H](CC[C@H]12)[C@](O)(CO)C3
CHEMBL459187,MULTICAULIN,COc1cc2c(ccc3c(C)c(C)ccc32)cc1C(C)C
CHEMBL262697,CYANO-PYRROLIDINE,N#CN1CCCC1
CHEMBL456860,PSEUDODISTOMIN D,CCCC/C=C/C=C/CCCCC[C@@H]1C[C@H](O)[C@@H](N)CN1
CHEMBL1233800,MIVOBULIN,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)[C@H](C)N2
CHEMBL2333383,KRAVANHIN D,CC1(C)CCC[C@]2(C)[C@H]3CC=C(CCO)C(O)[C@@]3(C)C(=O)C[C@@H]12
CHEMBL2347234,"8,8-DIETHYLCANADINE",CCC1(CC)c2c(ccc(OC)c2OC)CC2c3cc4c(cc3CCN21)OCO4
CHEMBL2262745,(4-BROMOPHENYL)(MORPHOLINO)METHANETHIONE,S=C(c1ccc(Br)cc1)N1CCOCC1
CHEMBL494005,BUTYL GALLATE,CCCCOC(=O)c1cc(O)c(O)c(O)c1
CHEMBL367623,"2,4-DICHLOROPHENOXYACETIC ACID",O=C(O)COc1ccc(Cl)cc1Cl
CHEMBL465756,"6R,7R,8R-8-METHOXYGONIODIOL",CO[C@H](c1ccccc1)[C@H](O)[C@H]1CC=CC(=O)O1
CHEMBL2349514,CCG-203592,C=CCn1c(NCC)nc2c(c1=O)C(C)(C)Cc1cc(OC)ccc1-2
CHEMBL521297,ODORINE,CC[C@H](C)C(=O)N[C@H]1CCCN1C(=O)/C=C/c1ccccc1
CHEMBL478771,19-HYDROXYTOTAROL,CC(C)c1c(O)ccc2c1CC[C@H]1[C@@](C)(CO)CCC[C@]21C
CHEMBL2332160,CORDYOL E,COc1cc(C)cc(Oc2cc(C)cc(O)c2)c1
CHEMBL2021556,PHOTINIDE F,CC[C@]1([C@@H]2OC(=O)C[C@H]2C)O[C@@]12Oc1cccc(OC)c1C2=O
CHEMBL472023,12-DEACETOXYSCALARADIAL,CC1(C)CCC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC=C(C=O)[C@@H]4C=O)[C@]3(C)CC[C@@H]12
CHEMBL69291,ETHANESULFONIC ACID AMIDE,CCS(N)(=O)=O
CHEMBL462721,GLABROL,CC(C)=CCc1cc([C@@H]2CC(=O)c3ccc(O)c(CC=C(C)C)c3O2)ccc1O
CHEMBL79512,4-PHENYL-BUTYLAMINE,NCCCCc1ccccc1
CHEMBL2047366,TEHUANINE G,C[C@]12C[C@H](c3ccoc3)OC(=O)[C@@]1(O)CC[C@@]13COC(=O)C1=CC[C@H]1O[C@]132
CHEMBL484231,HYPOPURIN B,CC1=C[C@H]2OC3OC(=O)[C@@]4(C)CCC[C@@]3([C@@H]24)[C@H]1CC(=O)c1ccoc1
CHEMBL507611,FARREROL,Cc1c(O)c(C)c2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2
CHEMBL507423,HETEROMINE A,COc1nc(N(C)C)nc2c1[n+](C)cn2C.[Cl-]
CHEMBL463808,OPLOPANDIOL ACETATE,CC[C@H](O)C#CC#C[C@@H](O)/C=C\CCCCCCCCOC(C)=O
CHEMBL2253492,DECYLTRIMETHYLPHOSPHONIUM CHLORIDE,CCCCCCCCCC[P+](C)(C)C.[Cl-]
CHEMBL380896,TETRADECANEHYDRAZIDE,CCCCCCCCCCCCCC(=O)NN
CHEMBL489750,UPROLIDE H,C=C1C(=O)O[C@H]2C(=O)[C@H](C)CCC[C@](C)(OO)/C=C/C[C@@]3(C)O[C@@H]3C[C@@H]12
CHEMBL364613,CORONARIDINE,CC[C@H]1C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@](C(=O)OC)(C2)[C@H]13
CHEMBL451345,DALBERGIPHENOL,C=CC(c1ccccc1)c1cc(O)c(OC)cc1OC
CHEMBL48977,Diethylcarbamazine,CC/N=C(/CC)NN/C(CC)=N/CC
CHEMBL45844,CYCLOBUTYL(CYCLOPENTYL)FORMAMIDE,O=CN(C1CCCC1)C1CCC1
CHEMBL500410,"6-ETHYL-8,8-DIMETHYL DESMOSDUMOTIN B",CCC1=C(O)c2c(oc(-c3ccccc3)cc2=O)C(C)(C)C1=O
CHEMBL500143,4-ETHYL DESMOSDUMOTIN B,CCc1ccc(-c2cc(=O)c3c(o2)C(C)(C)C(=O)C(C)=C3O)cc1
CHEMBL1950968,HYPOXYLONOL C,O=C1C[C@H]2C(=C3c4c2ccc(O)c4[C@@H](O)C[C@@H]3O)c2cccc(O)c21
CHEMBL451995,KONBAMIDIN,O=C(O)CN[C@H](Cc1c[nH]c2ccccc12)C(=O)O
CHEMBL2152468,ELAIOMYCIN,CCCCCC/C=C\[N+]([O-])=N\[C@@H](COC)[C@H](C)O
CHEMBL1922538,USABAMYCIN B,C/C=C1\C[C@H]2CNc3c(OC)cccc3C(=O)N2C1
CHEMBL1442,METHYL ISOTHIOCYANATE,CN/N=N/c1[nH]cnc1C(N)=O
CHEMBL298827,(S)-THIORPHAN,O=C(O)CNC(=O)[C@@H](CS)Cc1ccccc1
CHEMBL1159521,DIHYDRODIGITOXIGENIN,CC12CCC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC1CCC2C1=CC(=O)OC1
CHEMBL2071357,HAPALINDOLE I,[C-]#[N+]C1=C2c3c[nH]c4cccc(c34)C(C)(C)[C@H]2C[C@@H](Cl)[C@]1(C)C=C
CHEMBL32227,ZINDOXIFENE,CCn1c(-c2ccc(OC(C)=O)cc2)c(C)c2cc(OC(C)=O)ccc21
CHEMBL97034,(ISOPROPYLAMINO)CARBONYLPHOSPHONIC ACID,CC(C)NC(=O)P(=O)(O)O
CHEMBL463470,APLYVIOLENE,C=C1CCCC(C)(C)[C@@H]2CC[C@@](C)([C@@H]3[C@@H]4OC(=O)C[C@H]3[C@H](OC(C)=O)O4)[C@H]12
CHEMBL1911971,AMINO(BENZAMIDO)METHANIMINIUM CHLORIDE,Cl.N=C(N)NC(=O)c1ccccc1
CHEMBL108541,TRINITROPHENOL,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
CHEMBL161204,PROFADOL,CCCC1(c2cccc(O)c2)CCN(C)C1
CHEMBL1381,O-TOLYLAMINE,Cc1ccccc1N
CHEMBL3186705,(-)-BORNEOL,CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2
CHEMBL472561,FLUROCITABINE,N=c1nc2n(cc1F)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O2
CHEMBL464884,SALVIANOLIC ACID F,O=C(O)/C=C/c1ccc(O)c(O)c1/C=C/c1ccc(O)c(O)c1
CHEMBL2426136,NAMOLINE,O=c1c(Cl)c(C(F)(F)F)oc2ccc([N+](=O)[O-])cc12
CHEMBL497102,STOLONIDIOL ACETATE,C=C1CC[C@@H]2O[C@]2(COC(C)=O)C[C@H]2O[C@@]23[C@H](C(C)(C)O)CC[C@@]3(C)CC1
CHEMBL479107,GERONTOXANTHONE G,CC(C)=CCc1cc2c(=O)c3c(O)c4c(cc3oc2c(O)c1O)OC(C)C4(C)C
CHEMBL252938,PORDAMACRINE B,COC(=O)[C@@H]1C[C@@]23C4=C(CCC5CN6C[C@@H](C)C(C=CC52CO)C63O)CC[C@@H]41
CHEMBL1773932,LEHUALIDE H,COc1c(C)c(CCCCCCCCCCSC(C)=O)oc(=O)c1OC
CHEMBL1934132,SPHAEROPSIDIN C,C=C[C@]1(C)C=C2C(=O)C[C@H]3C(C)(C)CCC[C@]3(C(=O)O)[C@@]2(O)CC1
CHEMBL556989,TIEGUSANIN N,COc1ccc(CC(C)C(C)Cc2cc(OC)c(OC)c(OC)c2)cc1OC
CHEMBL484679,VERNOFLEXIN,C=C1[C@@H]2[C@H]3OC(=O)C(=C)[C@@H]3CCC(=C)[C@H]2C[C@@H]1OC(=O)C=C(C)C
CHEMBL1371297,PHTHALIC ANHYDRIDE,O=C1OC(=O)c2ccccc21
CHEMBL334384,"4-FLUORO-2',4',6'-TRIHYDROXYCHALCONE",O=C(/C=C/c1ccc(F)cc1)c1c(O)cc(O)cc1O
CHEMBL465371,KAZINOL B,CC(C)=CCc1c([C@@H]2CCc3ccc(O)cc3O2)cc2c(c1O)OC(C)(C)C=C2
CHEMBL2228158,THIAZOLE-5-CARBALDEHYDE,O=Cc1cncs1
CHEMBL240790,6-FLUORO-3-PHENYLINDOLE,Fc1ccc2c(-c3ccccc3)c[nH]c2c1
CHEMBL517507,GW782912X,Cc1ccc(C(=O)NC2CCC2)cc1-c1ccc(C(=O)NCC2CC2)cc1
CHEMBL484665,AKUAMMINE,C/C=C1/CN2CC[C@@]34c5cc(O)ccc5N(C)[C@]35OC[C@@]4(C(=O)OC)[C@@H]1C[C@H]25
CHEMBL2105566,FENPROPOREX,CC(Cc1ccccc1)NCCC#N
CHEMBL455313,MONTIPORYNE A,CCCCCCCC#CC#C/C=C/C(C)=O
CHEMBL450527,MONTIPORYINE F,CCCCCCCC#CC#CC1CC(=O)C=C(C)C1
CHEMBL486377,SINULARIOLIDE,C=C1C(=O)O[C@]2(C)CC[C@@H]1C[C@@H]1O[C@@]1(C)CC/C=C(\C)CC[C@@H]2O
CHEMBL254379,LUVANGETIN,COc1c2c(cc3ccc(=O)oc13)C=CC(C)(C)O2
CHEMBL3989464,RACEPHEDRINE HYDROCHLORIDE,CNC(C)C(O)c1ccccc1.Cl
CHEMBL2105609,CARFIMATE,C#CC(OC(N)=O)c1ccccc1
CHEMBL2105174,NICTINDOLE,CC(C)c1[nH]c2ccccc2c1C(=O)c1cccnc1
CHEMBL2107528,SODIUM DEHYDROACETATE,CC(=O)c1c([O-])cc(C)oc1=O.[Na+]
CHEMBL2105457,THOZALINONE,CN(C)C1=NC(=O)C(c2ccccc2)O1
CHEMBL2106581,FENIROFIBRATE,CC(C)(Oc1ccc(C(O)c2ccc(Cl)cc2)cc1)C(=O)O
CHEMBL226191,NODULISPOROL,COc1cccc2c1C(O)CCC2O
CHEMBL226407,NODULISPORONE,COc1cccc2c1C(=O)CCC2O
CHEMBL485999,KAURENOIC ACID METHYL ESTER,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)OC)[C@@H]2CC[C@@H]1C3
CHEMBL465959,LONCHOPHYLLOID A,CC1(C)C(=O)C(O)=C[C@]2(C)[C@H]3CC[C@@](C)(C(=O)CO)C=C3CC[C@@H]12
CHEMBL545131,BENZETIMIDE HYDROCHLORIDE,Cl.O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1
CHEMBL1213164,ALAREMYCIN,C=C(NC(C)=O)C(=O)CCC(=O)O
CHEMBL1214316,TROVAFLOXACIN9,NC[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)C[C@@H]12
CHEMBL443394,TETRACHLOROTHIOPHENE,Clc1sc(Cl)c(Cl)c1Cl
CHEMBL401391,XEROPHILUSIN II,C=C1C(=O)[C@@]23C(=O)[C@@H](O)[C@@H]4C(C)(C)CCC[C@@]4(C=O)[C@@H]2[C@@H](O)C[C@@H]1[C@H]3O
CHEMBL1081799,ASTEROLAURIN F,C=C1C[C@@H](OC(C)=O)/C=C(\C)CC[C@@H]2/C(=C\[C@H](O)C=C(C)C)C(=O)O[C@H](O)[C@@H]12
CHEMBL161343,ARACHIDONOYL GLYCINE,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCC(=O)O
CHEMBL539216,UK-240455,CS(=O)(=O)N(CCO)c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12
CHEMBL1765575,INUMAKILACTONE,CC(C)[C@H]1OC(=O)C=C2[C@]3(C)[C@H]4[C@H](OC(=O)[C@@]4(C)[C@@H](O)[C@H]4O[C@H]43)[C@H]3O[C@]213
CHEMBL1765095,BUNODOSINE 391,O=C(Cc1c[nH]c2cc(Br)ccc12)N[C@@H](Cc1c[nH]cn1)C(=O)O
CHEMBL1233879,KURASOIN B,O=C(Cc1ccccc1)C(=O)Cc1c[nH]c2ccccc12
CHEMBL275391,CHRYSIN DIMETHYL ETHER,COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1
CHEMBL1437285,CHRYSANTHEMIC ACID,CC(C)=CC1C(C(=O)O)C1(C)C
CHEMBL511204,YUNNACORONARIN D,CC1(C)CCC[C@]2(C)[C@@H](/C=C/c3ccoc3)C(CO)=CC(=O)[C@@H]12
CHEMBL155379,"ICOSAHYDRODIBENZO[B,K][1,4,7,10,13,16]HEXAOXACYCLOOCTADECINE",C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1
CHEMBL1256400,XYLOMETAZOLINE HYDROCHLORIDE,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl
CHEMBL399705,(S)-ONDANSETRON,Cc1nccn1C[C@@H]1CCc2c(c3ccccc3n2C)C1=O
CHEMBL1096045,ARTONIN K,COc1cc(O)c2c(=O)c3cc4c5c(c(O)cc(O)c5c3oc2c1)OC4(C)C
CHEMBL459022,TOXYLOXANTHONE C,CC1Oc2cc3oc4c(O)c(O)ccc4c(=O)c3c(O)c2C1(C)C
CHEMBL528271,PARBENDAZOLE,CCCCc1ccc2[nH]c(NC(=O)OC)nc2c1
CHEMBL116736,FORMIC ACID,O=CO
CHEMBL1076862,FUROCAESPITANELACTOL,C[C@]1(O)OC(=O)C=C1[C@@H]1CC[C@@](C)(Cl)[C@H](Br)C1
CHEMBL498851,MONOCILLIN II,C[C@H]1C/C=C/CC/C=C/C(=O)Cc2cccc(O)c2C(=O)O1
CHEMBL440765,U-69593,CN(C(=O)Cc1ccccc1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1
CHEMBL88244,BETA-EUDESMOL,C=C1CCC[C@]2(C)CC[C@@H](C(C)(C)O)C[C@@H]12
CHEMBL2303630,SPARSOMYCIN,CSC[S@@+]([O-])CC(CO)NC(=O)/C=C/c1c(C)[nH]c(=O)[nH]c1=O
CHEMBL513108,DIPLAMINE B,CSC1=C(CCN)c2nc3ccccc3c3ccnc(c23)C1=O
CHEMBL409627,CONFERTIFLORIN,C=C1C(=O)O[C@@H]2[C@H]1[C@@H](OC(C)=O)C[C@H](C)[C@@H]1CCC(=O)[C@@]21C
CHEMBL167911,DICHLORVOS,COP(=O)(OC)OC=C(Cl)Cl
CHEMBL109095,TRICLOFENOL,Oc1cc(Cl)c(Cl)cc1Cl
CHEMBL602147,ALSTIPHYLLANINE H,C/C=C1\C[N+]2([O-])[C@H]3C[C@@H]1[C@@]1(C(=O)OC)C(O)[C@]4(C[C@@H]12)c1ccccc1N(C)[C@H]34
CHEMBL2252125,ISOVANILLIC ACID METHYL ESTER,COC(=O)c1ccc(OC)c(O)c1
CHEMBL1889041,FENPROPIDIN,CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1
CHEMBL1199,SULFOXIDE METABOLITE,[O-][S+]1c2ccccc2N=C(N2CCN(CCOCCO)CC2)c2ccccc21
CHEMBL2251591,ISOPROTURON,CC(C)c1ccc(NC(=O)N(C)C)cc1
CHEMBL348107,ACRYLAMIDE,C=CC(N)=O
CHEMBL66381,4-CYANOPHENOL,N#Cc1ccc(O)cc1
CHEMBL1087384,MELODININE D,COC(=O)C1=C2Nc3ccccc3[C@]23CCN2CC[C@H]1[C@@]1(O[C@H]1C)[C@@H]23
CHEMBL443197,AETHIMIDINUM,Clc1cc(N2CC2)nc(N2CC2)n1
